,Unnamed: 0,app_stamp,Obj_DistLat,Obj_DistLong,Obj_VrelLong,Obj_VrelLat,Obj_ID,Obj_DynProp,Obj_RCS,ideal_DisLat,ideal_DisLong,sub_ID,sub_ID_count
1105,5912,8525385.0,-12.799999999999983,243.20000000000005,8.75,-0.25,7.0,0.0,6.5,-12.987497499999982,249.1624125,7_137,78
1106,5913,8595391.0,-12.799999999999983,243.80000000000007,8.75,-0.25,7.0,0.0,6.5,-12.975014999999983,249.32552500000006,7_137,78
1107,5914,8670410.0,-12.799999999999983,244.40000000000006,8.75,-0.25,7.0,0.0,6.5,-12.987547499999984,250.36416250000008,7_137,78
1108,5915,8740429.0,-12.799999999999983,245.0,8.75,-0.25,7.0,0.0,6.5,-12.975047499999983,250.52666250000007,7_137,78
1109,5916,8815448.0,-12.799999999999983,245.6,8.75,-0.25,7.0,0.0,6.0,-12.987547499999984,251.5641625,7_137,78
1110,5917,8885477.0,-12.799999999999983,246.20000000000005,8.75,-0.25,7.0,0.0,6.0,-12.975072499999984,251.72753749999998,7_137,78
1111,5918,8960496.0,-12.799999999999983,246.80000000000007,8.75,-0.25,7.0,0.0,5.0,-12.987547499999984,252.76416250000005,7_137,78
1112,5919,9035525.0,-12.799999999999983,247.40000000000006,8.75,-0.25,7.0,0.0,5.0,-12.987572499999983,253.36503750000006,7_137,78
1113,5920,9105490.0,-13.199999999999989,248.20000000000005,8.75,-0.5,7.0,0.0,5.5,-12.974912499999983,253.52193750000006,7_137,78
1114,5921,9175549.0,-13.199999999999989,248.80000000000007,8.75,-0.25,7.0,0.0,5.5,-13.550294999999988,254.33016250000006,7_137,78
1115,5922,9250538.0,-12.999999999999973,249.40000000000006,8.75,-0.25,7.0,0.0,5.5,-13.387472499999989,255.36153750000008,7_137,78
1116,5923,9320636.0,-12.999999999999973,250.0,8.75,-0.25,7.0,0.0,5.5,-13.175244999999974,255.53357500000007,7_137,78
1117,5924,9395585.0,-13.199999999999989,250.6,8.75,-0.25,7.0,0.0,5.5,-13.187372499999974,256.5580375,7_137,78
1118,5925,9465614.0,-13.399999999999974,251.20000000000005,8.75,-0.5,7.0,0.0,5.5,-13.37507249999999,256.7275375,7_137,78
1119,5926,9540632.0,-13.399999999999974,251.80000000000007,8.75,-0.5,7.0,0.0,5.5,-13.775089999999974,257.76407500000005,7_137,78
1120,5927,9610678.0,-13.199999999999989,252.6,8.75,-0.25,7.0,0.0,6.5,-13.750229999999974,257.9290250000001,7_137,78
1121,5928,9685706.0,-12.999999999999973,253.20000000000005,8.75,-0.25,7.0,0.0,6.5,-13.38756999999999,259.16495,7_137,78
1122,5929,9755725.0,-12.999999999999973,253.80000000000007,8.75,-0.25,7.0,0.0,6.5,-13.175047499999973,259.32666250000005,7_137,78
1123,5930,9830984.0,-13.199999999999989,254.40000000000006,8.75,-0.25,7.0,0.0,6.5,-13.188147499999973,260.3851625000001,7_137,78
1124,5931,9900773.0,-13.199999999999989,255.0,8.75,-0.25,7.0,0.0,6.5,-13.374472499999989,260.50653750000004,7_137,78
1125,5932,9975801.0,-13.199999999999989,255.6,8.75,-0.25,7.0,0.0,6.5,-13.38756999999999,261.56495,7_137,78
1126,5933,10045820.0,-13.199999999999989,256.4000000000001,9.0,-0.25,7.0,0.0,6.5,-13.375047499999988,261.7266625,7_137,78
1127,5934,10120869.0,-13.599999999999996,257.0,9.0,-0.5,7.0,0.0,7.5,-13.387622499999988,263.1544100000001,7_137,78
1128,5935,10190928.0,-13.599999999999996,257.6,9.0,-0.25,7.0,0.0,7.5,-13.950294999999997,263.30531,7_137,78
1129,5936,10265917.0,-13.599999999999996,258.20000000000005,9.0,-0.25,7.0,0.0,6.5,-13.787472499999996,264.34901,7_137,78
1130,5937,10335936.0,-13.599999999999996,258.80000000000007,9.0,-0.25,7.0,0.0,6.0,-13.775047499999996,264.50171000000006,7_137,78
1131,5938,10410965.0,-13.599999999999996,259.4000000000001,9.0,-0.25,7.0,0.0,6.0,-13.787572499999996,265.5526100000001,7_137,78
1132,5939,10481014.0,-13.599999999999996,260.0,9.0,-0.25,7.0,0.0,6.0,-13.775122499999997,265.7044100000001,7_137,78
1133,5940,10556012.0,-13.599999999999996,260.80000000000007,9.0,-0.25,7.0,0.0,6.0,-13.787494999999996,266.74982,7_137,78
1134,5941,10626033.0,-13.599999999999996,261.4000000000001,9.0,-0.25,7.0,0.0,6.0,-13.775052499999996,267.1018900000001,7_137,78
1135,5942,10701051.0,-13.799999999999983,262.0,9.0,-0.25,7.0,0.0,6.0,-13.787544999999996,268.1516200000001,7_137,78
1136,5943,10776080.0,-13.799999999999983,262.6,9.0,-0.25,7.0,0.0,6.0,-13.987572499999983,268.75261,7_137,78
1137,5944,10846109.0,-13.799999999999983,263.20000000000005,9.0,-0.25,7.0,0.0,6.0,-13.975072499999984,268.90261000000004,7_137,78
1138,5945,10916118.0,-13.799999999999983,264.0,9.0,-0.25,7.0,0.0,6.0,-13.975022499999984,269.50081000000006,7_137,78
1139,5946,10991137.0,-13.799999999999983,264.6,9.0,-0.25,7.0,0.0,6.0,-13.987547499999984,270.75171,7_137,78
1140,5947,11061136.0,-13.799999999999983,265.20000000000005,9.0,-0.25,7.0,0.0,6.0,-13.974997499999983,270.89991000000003,7_137,78
1141,5948,11136095.0,-13.799999999999983,265.80000000000007,9.0,-0.25,7.0,0.0,6.0,-13.987397499999982,271.94631000000004,7_137,78
1142,5949,11206133.0,-13.799999999999983,266.4000000000001,9.0,-0.25,7.0,0.0,6.0,-13.975094999999984,272.1034200000001,7_137,78
1143,5950,11281132.0,-13.999999999999973,267.20000000000005,9.0,-0.25,7.0,0.0,6.0,-13.987497499999982,273.1499100000001,7_137,78
1144,5951,11351220.0,-13.999999999999973,267.80000000000007,9.0,-0.25,7.0,0.0,6.0,-14.175219999999973,273.50792000000007,7_137,78
